chain,draw,beta,estimate
1,10,0,13.546349238886664
1,10,1,0.6463673921163042
1,11,0,13.5334811438338
1,11,1,0.7177107516510143
1,12,0,13.509188882111308
1,12,1,0.7516213063320051
1,13,0,13.600813458484678
1,13,1,0.0760123940011626
1,14,0,13.602669533270959
1,14,1,0.05292448039007001
1,15,0,13.53858762860575
1,15,1,0.5827889265703633
1,16,0,13.496136113830422
1,16,1,0.9564976860841742
1,17,0,13.529787922370078
1,17,1,0.7347379993221135
1,18,0,13.572868223574176
1,18,1,0.32372345719691703
1,19,0,13.554870345421536
1,19,1,0.4981574206269983
1,20,0,13.486414628922216
1,20,1,1.1800697053038016
1,21,0,13.459141484439751
1,21,1,1.419272229427165
1,22,0,13.559968654469808
1,22,1,0.4098258968443328
1,23,0,13.48363449730353
1,23,1,0.9459831623943578
1,24,0,13.51710484152085
1,24,1,0.832831787501218
1,25,0,13.537493358350334
1,25,1,0.6670487028404414
1,26,0,13.489589596504887
1,26,1,1.0471824053058574
1,27,0,13.53202401676487
1,27,1,0.7775609507060163
1,28,0,13.494354159830877
1,28,1,1.126313606239036
1,29,0,13.513290131110718
1,29,1,0.9283877121376576
1,30,0,13.512692656110247
1,30,1,1.0552111621002995
1,31,0,13.514891387401752
1,31,1,0.8459916863662134
1,32,0,13.471499528603614
1,32,1,1.1695372024418111
1,33,0,13.551895118940974
1,33,1,0.4616989347541451
1,34,0,13.527023631857293
1,34,1,0.7798675371973525
1,35,0,13.522212415315725
1,35,1,0.8197965620678105
1,36,0,13.582270682310085
1,36,1,0.2693786652092062
1,37,0,13.496855019387045
1,37,1,1.0621074923596574
1,38,0,13.508717880767986
1,38,1,0.8706144848349266
1,39,0,13.553655012111143
1,39,1,0.5087123477195304
1,40,0,13.546350785255173
1,40,1,0.5269056475738603
1,41,0,13.486339125055526
1,41,1,0.9623917101570957
1,42,0,13.538666612630132
1,42,1,0.6040542571762627
1,43,0,13.498558681814634
1,43,1,0.9693801551378666
1,44,0,13.514369981400124
1,44,1,0.8784929647188622
1,45,0,13.515295761083419
1,45,1,0.9776780756610427
1,46,0,13.447859592303972
1,46,1,1.2711091534371612
1,47,0,13.562973538483764
1,47,1,0.4262947223992722
1,48,0,13.504027584856445
1,48,1,0.8611284977786261
1,49,0,13.511763801509513
1,49,1,0.7940016337954536
1,50,0,13.574940338521577
1,50,1,0.33676920697255436
1,51,0,13.532128395674189
1,51,1,0.7555353023372567
1,52,0,13.537744735521985
1,52,1,0.6075320202863306
1,53,0,13.549017472770924
1,53,1,0.5824390084019906
1,54,0,13.565421220544257
1,54,1,0.3879152096280725
1,55,0,13.473178522945192
1,55,1,1.373702674815734
1,56,0,13.482661693280948
1,56,1,1.2000826033809489
1,57,0,13.545643712874055
1,57,1,0.590314670927331
1,58,0,13.625246711605223
1,58,1,-0.1654399509173332
1,59,0,13.547898860673747
1,59,1,0.7553173252054921
1,60,0,13.520157523680718
1,60,1,0.8881184616886088
1,61,0,13.561251788496747
1,61,1,0.4618039557046168
1,62,0,13.572832647673462
1,62,1,0.3472373685430574
1,63,0,13.517858909632666
1,63,1,0.8858951109548395
1,64,0,13.579485772476895
1,64,1,0.327170842096264
1,65,0,13.542238432897543
1,65,1,0.6641804514237867
1,66,0,13.570397863818451
1,66,1,0.3510004288787087
1,67,0,13.530957324396974
1,67,1,0.7567548083906186
1,68,0,13.497811583438622
1,68,1,1.024956558278618
1,69,0,13.48620354387526
1,69,1,0.998041339874295
1,70,0,13.572878228310996
1,70,1,0.3594999727041013
1,71,0,13.533170345128623
1,71,1,0.6795809892324232
1,72,0,13.562255666832026
1,72,1,0.3896125261954288
1,73,0,13.533132725806912
1,73,1,0.6436326364346655
1,74,0,13.557680173904291
1,74,1,0.49318454759384406
1,75,0,13.473502188696257
1,75,1,1.253209075575645
1,76,0,13.552120096978497
1,76,1,0.471584096500701
1,77,0,13.572286031923873
1,77,1,0.3246355323690613
1,78,0,13.485621691975114
1,78,1,1.2551703065849125
1,79,0,13.508095310054191
1,79,1,0.8534677925663453
1,80,0,13.578025841741391
1,80,1,0.2586775024692809
1,81,0,13.541396071673937
1,81,1,0.6216856666096251
1,82,0,13.542169688162053
1,82,1,0.5984317147066874
1,83,0,13.546569263495151
1,83,1,0.6645553839183087
1,84,0,13.484246372967515
1,84,1,0.9529894165407955
1,85,0,13.54752082848623
1,85,1,0.5220948936740175
1,86,0,13.55012407380752
1,86,1,0.49064649739244925
1,87,0,13.544719638582233
1,87,1,0.573549860511592
1,88,0,13.512136958364879
1,88,1,0.8408345384991229
1,89,0,13.554287523128142
1,89,1,0.4663220355389578
1,90,0,13.491210966682717
1,90,1,0.9934863242102265
1,91,0,13.566382444623805
1,91,1,0.41908764793987613
1,92,0,13.528674332160577
1,92,1,0.7894389869140824
1,93,0,13.5189999388466
1,93,1,0.8890475984252825
1,94,0,13.525424977151872
1,94,1,0.6920248934204394
1,95,0,13.542252643035736
1,95,1,0.5107827963381446
1,96,0,13.53618187890233
1,96,1,0.7039473567346821
1,97,0,13.483114038026756
1,97,1,1.1114576292580096
1,98,0,13.512491182216014
1,98,1,0.8926365140701079
1,99,0,13.508122342488834
1,99,1,0.9441228225854017
1,100,0,13.48705000275877
1,100,1,1.187865296602362
1,101,0,13.54666321230032
1,101,1,0.5059388498678531
1,102,0,13.510277030485291
1,102,1,0.9389112232420687
1,103,0,13.539172549879156
1,103,1,0.5913212049302624
1,104,0,13.455450087285397
1,104,1,1.2809175691118742
1,105,0,13.480583723921505
1,105,1,1.211725383129598
1,106,0,13.55948371418388
1,106,1,0.5008643871225795
1,107,0,13.558862073564066
1,107,1,0.4868622993249568
1,108,0,13.50298800747679
1,108,1,0.906975873422737
1,109,0,13.552125273582185
1,109,1,0.6305227959592384
1,110,0,13.51749623647916
1,110,1,0.7749110733411425
1,111,0,13.525419573006266
1,111,1,0.7863899044074736
1,112,0,13.598841835305802
1,112,1,0.09287727943788504
1,113,0,13.581739972419728
1,113,1,0.26979307400441344
1,114,0,13.53004614986446
1,114,1,0.6740186800285612
1,115,0,13.487495322230656
1,115,1,1.2606175239403405
1,116,0,13.525199432292746
1,116,1,0.6726283976998267
1,117,0,13.5802091963585
1,117,1,0.2652405707180047
1,118,0,13.515857929542799
1,118,1,0.8643657873906578
1,119,0,13.48319930938537
1,119,1,1.0298468539834993
1,120,0,13.459006797850286
1,120,1,1.188990228505352
1,121,0,13.561747336494408
1,121,1,0.49814776696232443
1,122,0,13.538655588710368
1,122,1,0.7137529191974894
1,123,0,13.539095327179202
1,123,1,0.6512852289422146
1,124,0,13.518536608999849
1,124,1,0.7231272941564825
1,125,0,13.528283190698767
1,125,1,0.7022783749403367
1,126,0,13.516739733921137
1,126,1,0.7731305069140594
1,127,0,13.502812253990884
1,127,1,0.9381868391866984
1,128,0,13.531828079348964
1,128,1,0.6878570381542817
1,129,0,13.505265193375955
1,129,1,0.849130591005784
1,130,0,13.574941650524528
1,130,1,0.2929545793629659
1,131,0,13.52449080554429
1,131,1,0.6721484484273598
1,132,0,13.547172312726879
1,132,1,0.5531639295532057
1,133,0,13.472526425456818
1,133,1,1.1871472205712064
1,134,0,13.544198707433205
1,134,1,0.5774868072713988
1,135,0,13.586858168117006
1,135,1,0.1852616407969738
1,136,0,13.466970204185264
1,136,1,1.308119240819421
1,137,0,13.558797192282139
1,137,1,0.4911188977720541
1,138,0,13.507699932231452
1,138,1,0.8827409625208006
1,139,0,13.516552983388959
1,139,1,0.9004027000440199
1,140,0,13.55408141791797
1,140,1,0.48762954771517686
1,141,0,13.514490889675459
1,141,1,0.8310225892545477
1,142,0,13.543079110048795
1,142,1,0.5777724196799393
1,143,0,13.522355807236977
1,143,1,0.7414372767276483
1,144,0,13.535105867511922
1,144,1,0.6806632197329943
1,145,0,13.527144702438543
1,145,1,0.9527799573401095
1,146,0,13.533128384679918
1,146,1,0.7283320144145825
1,147,0,13.532495263746137
1,147,1,0.7389169076901502
1,148,0,13.50698942463448
1,148,1,0.8751379511664862
1,149,0,13.591966546008383
1,149,1,0.1798870981726772
1,150,0,13.505758362754394
1,150,1,0.898036412571988
1,151,0,13.574584069191872
1,151,1,0.3361003476975674
1,152,0,13.54908611311795
1,152,1,0.5202528859890693
1,153,0,13.525419081860925
1,153,1,0.849722463686458
1,154,0,13.574575737296197
1,154,1,0.3431770208933968
1,155,0,13.500925450308328
1,155,1,0.9792049069025817
1,156,0,13.458970576606161
1,156,1,1.4063548894338067
1,157,0,13.515301499057095
1,157,1,0.8643290244762485
1,158,0,13.506020327874525
1,158,1,0.8291981942897422
1,159,0,13.498511389158612
1,159,1,1.2960699052815048
1,160,0,13.5057854606115
1,160,1,0.8603001176056004
1,161,0,13.51533454974779
1,161,1,0.7513883462678539
1,162,0,13.51380658487634
1,162,1,0.9122781694831635
1,163,0,13.531285389452055
1,163,1,0.6818504411559022
1,164,0,13.528519497107538
1,164,1,0.7097934790302275
1,165,0,13.506136252670554
1,165,1,0.7702985513619858
1,166,0,13.553083696325599
1,166,1,0.4247170064285754
1,167,0,13.5328678784502
1,167,1,0.6720699639185523
1,168,0,13.55977159203668
1,168,1,0.4737076118611412
1,169,0,13.532998924834617
1,169,1,0.7106538531423431
1,170,0,13.548891693536568
1,170,1,0.5646540914582152
1,171,0,13.524760844573683
1,171,1,0.7336641322675969
1,172,0,13.523396670287234
1,172,1,0.7962786623103949
1,173,0,13.465544986725684
1,173,1,1.264681237160696
1,174,0,13.548951205338179
1,174,1,0.5033685840543218
1,175,0,13.515512325756411
1,175,1,0.9929345077647969
1,176,0,13.507002967102274
1,176,1,0.9692377428586988
1,177,0,13.573727330831511
1,177,1,0.29037689183127263
1,178,0,13.534789207113697
1,178,1,0.729554851352602
1,179,0,13.52577023355847
1,179,1,0.8326873137776247
1,180,0,13.540869752686492
1,180,1,0.6067841934169717
1,181,0,13.506150722286943
1,181,1,0.8912832317824848
1,182,0,13.555368672994053
1,182,1,0.5284741558337798
1,183,0,13.624933550843261
1,183,1,-0.12142263570020391
1,184,0,13.572733145340749
1,184,1,0.3771736633914914
1,185,0,13.49870929353934
1,185,1,1.0684732927385923
1,186,0,13.566121057590115
1,186,1,0.387026583632257
1,187,0,13.51307687667357
1,187,1,0.857235807402788
1,188,0,13.541411352214375
1,188,1,0.5464473888742318
1,189,0,13.536621878935845
1,189,1,0.6667925435876518
1,190,0,13.50230948918546
1,190,1,0.9248944062869678
1,191,0,13.520656334017705
1,191,1,0.8790220271752386
1,192,0,13.50452510131586
1,192,1,0.8950050264387303
1,193,0,13.48820205649723
1,193,1,1.1680022317316516
1,194,0,13.511994521965292
1,194,1,0.9351559514134884
1,195,0,13.475806438375912
1,195,1,1.299383978316348
1,196,0,13.522196198592837
1,196,1,0.7248537198098427
1,197,0,13.55878302594611
1,197,1,0.3924872136411038
1,198,0,13.50477835127744
1,198,1,0.7696959372993369
1,199,0,13.56114276654356
1,199,1,0.502538286759299
1,200,0,13.571474190346867
1,200,1,0.3224841981573623
1,201,0,13.513924901156871
1,201,1,0.8612043609777508
1,202,0,13.539537955624866
1,202,1,0.707951778908925
1,203,0,13.508642611363838
1,203,1,0.8807699651856926
1,204,0,13.580285349665107
1,204,1,0.25732721234750144
1,205,0,13.519295814657081
1,205,1,0.9147282359618246
1,206,0,13.522439364028452
1,206,1,0.775213251422607
1,207,0,13.496251975836138
1,207,1,0.9229596901933353
1,208,0,13.519717530866046
1,208,1,0.727460978457974
1,209,0,13.482056652209728
1,209,1,1.1079464589024208
1,210,0,13.530805297768865
1,210,1,0.6109401274845678
1,211,0,13.525847376611747
1,211,1,0.7502425357972412
1,212,0,13.56482947595212
1,212,1,0.35818462222106345
1,213,0,13.515087443923933
1,213,1,0.9783332694002842
1,214,0,13.522656822790728
1,214,1,0.796506606120401
1,215,0,13.501734387677285
1,215,1,1.0234406747341864
1,216,0,13.571674642215873
1,216,1,0.3709270684400032
1,217,0,13.51729050746407
1,217,1,0.8032504638973356
1,218,0,13.518321050778345
1,218,1,0.8984577949385368
1,219,0,13.491199707307025
1,219,1,1.1092668709368119
1,220,0,13.552353102332125
1,220,1,0.5011755308162856
1,221,0,13.547070110232362
1,221,1,0.494041644460802
1,222,0,13.551543493714181
1,222,1,0.5255219569635854
1,223,0,13.564400122921061
1,223,1,0.4166421939971475
1,224,0,13.540325917649893
1,224,1,0.633116741373564
1,225,0,13.524683446935311
1,225,1,0.7574341099204034
1,226,0,13.509644450809986
1,226,1,0.9122201052106669
1,227,0,13.538881070021176
1,227,1,0.6762177912774966
1,228,0,13.479498536351825
1,228,1,1.1946939819687217
1,229,0,13.551170123928177
1,229,1,0.5375984724816437
1,230,0,13.565184402181417
1,230,1,0.422982011583272
1,231,0,13.486175615173797
1,231,1,0.9744660296355648
1,232,0,13.55633985010591
1,232,1,0.4663962792240538
1,233,0,13.550392460317633
1,233,1,0.553883384423052
1,234,0,13.509891302694113
1,234,1,0.9213974570067326
1,235,0,13.577043578437738
1,235,1,0.2950667764467105
1,236,0,13.574136229597075
1,236,1,0.3385054489757804
1,237,0,13.51094196120253
1,237,1,0.9138546069138389
1,238,0,13.553023011420992
1,238,1,0.47975416820624334
1,239,0,13.539193746798315
1,239,1,0.6058170689460993
1,240,0,13.533281169764818
1,240,1,0.7277408444892538
1,241,0,13.479174313020854
1,241,1,1.1741592754774444
1,242,0,13.49075667584417
1,242,1,0.9761500913122937
1,243,0,13.560619157261954
1,243,1,0.4552998148808129
1,244,0,13.488049350264879
1,244,1,1.109252164115809
1,245,0,13.458692802263911
1,245,1,1.386236616391904
1,246,0,13.564832604744206
1,246,1,0.40944277114964134
1,247,0,13.564431825478637
1,247,1,0.4184881370197614
1,248,0,13.52676055576156
1,248,1,0.7776257810406287
1,249,0,13.449735589170528
1,249,1,1.6332863310015564
1,250,0,13.552456360689243
1,250,1,0.5479001698037463
1,251,0,13.534455607543391
1,251,1,0.5865715395462523
1,252,0,13.514479202545418
1,252,1,0.8292519837671892
1,253,0,13.50008860726894
1,253,1,1.2418512507119788
1,254,0,13.58571634643761
1,254,1,0.2213336699040228
1,255,0,13.468221225938777
1,255,1,1.2904680263336632
1,256,0,13.547907087762717
1,256,1,0.5257753233430351
1,257,0,13.561778810985798
1,257,1,0.5017518990600793
1,258,0,13.50750069828712
1,258,1,0.9799274277358223
1,259,0,13.461938663815795
1,259,1,1.254688339177824
1,260,0,13.529551812901742
1,260,1,0.694662877187915
1,261,0,13.527002377236654
1,261,1,0.6543991381546137
1,262,0,13.58721214857399
1,262,1,0.214525434352801
1,263,0,13.553676599239726
1,263,1,0.5985915570256906
1,264,0,13.526424087993881
1,264,1,0.6752628709946583
1,265,0,13.517338619309804
1,265,1,0.7619821883880686
1,266,0,13.47523732936684
1,266,1,1.3346281220171365
1,267,0,13.543633393066361
1,267,1,0.5676137906627626
1,268,0,13.540697995909985
1,268,1,0.693215339090407
1,269,0,13.54958753453748
1,269,1,0.5636363102154187
1,270,0,13.456270830378307
1,270,1,1.482002374371332
1,271,0,13.518169418011684
1,271,1,0.8486398692327746
1,272,0,13.519648163937488
1,272,1,0.7713489221791786
1,273,0,13.560987421028663
1,273,1,0.40114317497080976
1,274,0,13.539917644503989
1,274,1,0.7092322802451879
1,275,0,13.53693425278222
1,275,1,0.6460148707317125
1,276,0,13.506395570291332
1,276,1,0.7764243955384635
1,277,0,13.560588113698321
1,277,1,0.44672536315976646
1,278,0,13.552701633300165
1,278,1,0.524481597211811
1,279,0,13.483684351011403
1,279,1,1.1502245820624848
1,280,0,13.512187636545127
1,280,1,0.9238619996861082
1,281,0,13.561549581116543
1,281,1,0.4491139005901815
1,282,0,13.515205500871746
1,282,1,0.828336942706777
1,283,0,13.54152196492867
1,283,1,0.5664578152675017
1,284,0,13.562386716427103
1,284,1,0.3782692177087955
1,285,0,13.535112330328523
1,285,1,0.7872846517552731
1,286,0,13.504732006301467
1,286,1,0.8600355062630016
1,287,0,13.577258600245898
1,287,1,0.2996879022603358
1,288,0,13.559843023217747
1,288,1,0.4308205260827407
1,289,0,13.487482119786902
1,289,1,1.108748806375961
1,290,0,13.524448243221741
1,290,1,0.678300516021677
1,291,0,13.554457225602034
1,291,1,0.5194076359767171
1,292,0,13.547353310584159
1,292,1,0.581478545425029
1,293,0,13.539547729259445
1,293,1,0.636426050977424
1,294,0,13.509479538205028
1,294,1,0.9552557854614296
1,295,0,13.585929366491053
1,295,1,0.21454544715297305
1,296,0,13.51759067584623
1,296,1,0.9947304956797207
1,297,0,13.457776240927842
1,297,1,1.2392082731375387
1,298,0,13.534787400655471
1,298,1,0.8451290451761704
1,299,0,13.594972503986586
1,299,1,0.11818758589387489
1,300,0,13.476815012151803
1,300,1,1.3570321808652361
1,301,0,13.524186881626802
1,301,1,0.7871083550314101
1,302,0,13.537201426583202
1,302,1,0.6745569381757297
1,303,0,13.511255618466166
1,303,1,0.9377543433907002
1,304,0,13.537433794779142
1,304,1,0.7046099524036147
1,305,0,13.517443362882068
1,305,1,0.9193607975610165
1,306,0,13.523048970231585
1,306,1,0.8005933629184355
1,307,0,13.512523946555723
1,307,1,0.7889076431594805
1,308,0,13.527283187026645
1,308,1,0.6816576881329154
1,309,0,13.528359644104427
1,309,1,0.8698640278099671
1,310,0,13.52266511193645
1,310,1,0.8163406534464717
1,311,0,13.478204543502937
1,311,1,1.2647025022191807
1,312,0,13.546622724157343
1,312,1,0.6236461401171463
1,313,0,13.525964880711303
1,313,1,0.8176714797678114
1,314,0,13.529767142805845
1,314,1,0.71403744428954
1,315,0,13.5322106839643
1,315,1,0.6490815422539613
1,316,0,13.479357057517626
1,316,1,1.1726408453210113
1,317,0,13.528945888811178
1,317,1,0.6971404769496407
1,318,0,13.521831271119689
1,318,1,0.776793921184503
1,319,0,13.50306896888874
1,319,1,1.0855513457203982
1,320,0,13.472132861661516
1,320,1,1.3013241676455896
1,321,0,13.47753431625341
1,321,1,1.191784821078055
1,322,0,13.582962428137666
1,322,1,0.2450674170373844
1,323,0,13.475243046360559
1,323,1,1.258606231959173
1,324,0,13.585200387406115
1,324,1,0.20349785335240017
1,325,0,13.578573818075244
1,325,1,0.30008651075640325
1,326,0,13.531263106258637
1,326,1,0.8168689688820819
1,327,0,13.523846584315383
1,327,1,0.7280278499397153
1,328,0,13.494763327263541
1,328,1,1.1400535453077678
1,329,0,13.522080349887178
1,329,1,0.9333116534241529
1,330,0,13.583568317911633
1,330,1,0.22547139239142275
1,331,0,13.578798573249111
1,331,1,0.3146782364908911
1,332,0,13.530466219610275
1,332,1,0.6705037912837192
1,333,0,13.534912819128445
1,333,1,0.6928138421185221
1,334,0,13.54181919519018
1,334,1,0.6237562249739714
1,335,0,13.543704640470581
1,335,1,0.5544707972001126
1,336,0,13.497797586423776
1,336,1,1.1679335131670041
1,337,0,13.482567973567043
1,337,1,1.1911696106025802
1,338,0,13.5361039229805
1,338,1,0.6523769901200995
1,339,0,13.569952552721533
1,339,1,0.3731081185428598
1,340,0,13.524420386936942
1,340,1,0.8511529799172294
1,341,0,13.556291684977293
1,341,1,0.46252273730855675
1,342,0,13.585633901957273
1,342,1,0.2199782690475765
1,343,0,13.516663388754125
1,343,1,0.8535437563450231
1,344,0,13.551040762009658
1,344,1,0.4586114550513074
1,345,0,13.558208161334427
1,345,1,0.48123193190774605
1,346,0,13.482460299441756
1,346,1,1.256609723878321
1,347,0,13.555272755032382
1,347,1,0.47755606876782536
1,348,0,13.49966201341523
1,348,1,0.9387745483729852
1,349,0,13.48051949576289
1,349,1,1.1901022604289229
1,350,0,13.504488617720549
1,350,1,0.9732566677100173
1,351,0,13.539657936397118
1,351,1,0.6033081678928264
1,352,0,13.536446283504079
1,352,1,0.6805084961218426
1,353,0,13.528978143094513
1,353,1,0.6863119568277309
1,354,0,13.518215673343157
1,354,1,0.8710941342780204
1,355,0,13.57542950320187
1,355,1,0.29232459437183655
1,356,0,13.530522477051955
1,356,1,0.6884666604556929
1,357,0,13.502979446677054
1,357,1,0.8675154304922942
1,358,0,13.490269540172742
1,358,1,1.1813608896842174
1,359,0,13.517516680518565
1,359,1,0.9489449820089984
1,360,0,13.5105198264092
1,360,1,0.8383075679091584
1,361,0,13.546935220545171
1,361,1,0.5644211220556613
1,362,0,13.501678878249882
1,362,1,0.9277914971981325
1,363,0,13.580631382536186
1,363,1,0.26124761234150146
1,364,0,13.579323305606831
1,364,1,0.29845454400309995
1,365,0,13.485379368359643
1,365,1,1.0182281934860455
1,366,0,13.498032785932018
1,366,1,1.117502140561256
1,367,0,13.459569064462944
1,367,1,1.4175924422251558
1,368,0,13.611396693709766
1,368,1,-0.02273902016108921
1,369,0,13.477247157318978
1,369,1,1.1908251096002114
1,370,0,13.560632054573075
1,370,1,0.3858905990990359
1,371,0,13.507461760645977
1,371,1,0.9245513344793844
1,372,0,13.541345840603443
1,372,1,0.6334648800130225
1,373,0,13.570644374895451
1,373,1,0.3333993618212475
1,374,0,13.577350996649082
1,374,1,0.2755479417772076
1,375,0,13.546595801603031
1,375,1,0.5719893814017604
1,376,0,13.562039116874317
1,376,1,0.47330699192149117
1,377,0,13.5031178949761
1,377,1,1.0024151631674816
1,378,0,13.571086176431002
1,378,1,0.4152265269529841
1,379,0,13.45237290963374
1,379,1,1.2654993650775994
1,380,0,13.577752679411
1,380,1,0.28418172167373335
1,381,0,13.579300183756956
1,381,1,0.29191245339996125
1,382,0,13.589018821476573
1,382,1,0.16735674287905383
1,383,0,13.496497673120722
1,383,1,0.9293060745149632
1,384,0,13.512153951858819
1,384,1,0.8350440061944092
1,385,0,13.483602784089861
1,385,1,1.1202188123050156
1,386,0,13.601439807099851
1,386,1,0.0707033201333533
1,387,0,13.481159476929287
1,387,1,1.0976597287064191
1,388,0,13.507398629770838
1,388,1,1.023055586089073
1,389,0,13.513575972273946
1,389,1,1.002547576642947
1,390,0,13.561131355833066
1,390,1,0.43924023529234724
1,391,0,13.53272070802887
1,391,1,0.7634971423196328
1,392,0,13.540149510179296
1,392,1,0.5737212242980566
1,393,0,13.505024962251234
1,393,1,0.9242146285208104
1,394,0,13.509286820927622
1,394,1,0.9196156144031403
1,395,0,13.558808039921368
1,395,1,0.5335509671479958
1,396,0,13.510265039413193
1,396,1,0.9527188657731338
1,397,0,13.569419010086971
1,397,1,0.35995400496294794
1,398,0,13.488684789018404
1,398,1,1.0220983183158587
1,399,0,13.548953621328307
1,399,1,0.635880501741573
1,400,0,13.48930227664842
1,400,1,1.2413985637352305
1,401,0,13.54817784952227
1,401,1,0.5479602991165802
1,402,0,13.551186762413389
1,402,1,0.5734851359006937
1,403,0,13.550271990983465
1,403,1,0.4984091385539648
1,404,0,13.554474567199923
1,404,1,0.4698777901566904
1,405,0,13.48074187432897
1,405,1,1.3028739282538115
1,406,0,13.5265040401256
1,406,1,0.6857499621617251
1,407,0,13.483125676453268
1,407,1,1.064520092606034
1,408,0,13.546329752492861
1,408,1,0.5521000201548176
1,409,0,13.558317436966068
1,409,1,0.401192267330608
1,410,0,13.514923355853163
1,410,1,0.9421546537812824
1,411,0,13.547307109814044
1,411,1,0.5668064600862652
1,412,0,13.539923339302003
1,412,1,0.593241760677841
1,413,0,13.525995201094945
1,413,1,0.9090888971757956
1,414,0,13.541356419714088
1,414,1,0.6174047945377179
1,415,0,13.498750121975572
1,415,1,0.9532582456919592
1,416,0,13.585094525339304
1,416,1,0.19739566835446076
1,417,0,13.474343643130577
1,417,1,1.0124355823814115
1,418,0,13.510590028328807
1,418,1,0.8949398562687214
1,419,0,13.469482435444693
1,419,1,1.20776046762143
1,420,0,13.479798958153308
1,420,1,1.230931331407208
1,421,0,13.507885896427943
1,421,1,0.8839754908320069
1,422,0,13.52087056892378
1,422,1,0.7783744325765154
1,423,0,13.489863189222055
1,423,1,1.0657681072390561
1,424,0,13.518141508291363
1,424,1,0.6723140102942018
1,425,0,13.591448772575813
1,425,1,0.17562885883505433
1,426,0,13.526367764643497
1,426,1,0.7249697032110851
1,427,0,13.528897099280659
1,427,1,0.7610960724051475
1,428,0,13.48584797193667
1,428,1,1.1261564447341061
1,429,0,13.545901835179604
1,429,1,0.5552380812498307
1,430,0,13.533738445507927
1,430,1,0.7876846312400181
1,431,0,13.489805683982103
1,431,1,1.0495677621896269
1,432,0,13.532923315910166
1,432,1,0.6758406815190051
1,433,0,13.521720814045342
1,433,1,0.807394050947557
1,434,0,13.522991689045469
1,434,1,0.8461129541575382
1,435,0,13.55484247486668
1,435,1,0.5677093872325545
1,436,0,13.53717090428067
1,436,1,0.6186003581973756
1,437,0,13.521856327042046
1,437,1,0.6773342617801504
1,438,0,13.511267538644246
1,438,1,0.8777789166005592
1,439,0,13.527066846944019
1,439,1,0.8066638345655839
1,440,0,13.53603530128425
1,440,1,0.6329166101901296
1,441,0,13.52605531455291
1,441,1,0.7930563676637877
1,442,0,13.48169027916843
1,442,1,1.0907023624340184
1,443,0,13.521918727446064
1,443,1,0.7347232663300024
1,444,0,13.454630799156668
1,444,1,1.343494165920099
1,445,0,13.47943707861397
1,445,1,1.0005999996086352
1,446,0,13.514989118022587
1,446,1,0.7764346702328297
1,447,0,13.537118949626693
1,447,1,0.6309704509508559
1,448,0,13.535087588374944
1,448,1,0.8025616130984834
1,449,0,13.548911043291096
1,449,1,0.524694840446764
1,450,0,13.544234506230264
1,450,1,0.6131089012083824
1,451,0,13.528826852273381
1,451,1,0.637962657299032
1,452,0,13.512082250365653
1,452,1,0.9581143059975443
1,453,0,13.587994830502437
1,453,1,0.1976139529691247
1,454,0,13.50184686539964
1,454,1,1.3345383378649875
1,455,0,13.50777469887001
1,455,1,0.9132650132912824
1,456,0,13.568481843370844
1,456,1,0.3453281874401919
1,457,0,13.579904377296195
1,457,1,0.26557778019150846
1,458,0,13.507922228242501
1,458,1,0.8309695393491578
1,459,0,13.580195478498593
1,459,1,0.336823328716375
1,460,0,13.498051568289661
1,460,1,0.9410835364649125
1,461,0,13.598971288908453
1,461,1,0.10109820911321882
1,462,0,13.526366049658513
1,462,1,0.7605187862372124
1,463,0,13.49320329502636
1,463,1,0.9425715683755156
1,464,0,13.519004930433555
1,464,1,0.7504957900832115
1,465,0,13.539101463502373
1,465,1,0.7087325731990911
1,466,0,13.529835522859381
1,466,1,0.6917103328600326
1,467,0,13.565710830310648
1,467,1,0.3805306266044441
1,468,0,13.442621497171956
1,468,1,1.5593404942574147
1,469,0,13.536324693647988
1,469,1,0.6465338667463234
1,470,0,13.565478574975756
1,470,1,0.41420069040824964
1,471,0,13.55444378970975
1,471,1,0.48148317919971034
1,472,0,13.51099318039441
1,472,1,0.9066836737413667
1,473,0,13.53362977487264
1,473,1,0.6680915806171331
1,474,0,13.462217500910612
1,474,1,1.155809017889695
1,475,0,13.499163446899118
1,475,1,1.007974268594641
1,476,0,13.48037921345768
1,476,1,1.2107484437422054
1,477,0,13.577115421881604
1,477,1,0.3069379956196678
1,478,0,13.496702982423994
1,478,1,1.1841816896487187
1,479,0,13.50155921674394
1,479,1,0.986815333069085
1,480,0,13.470430300889225
1,480,1,1.397331096127499
1,481,0,13.557368695119983
1,481,1,0.40712362941571
1,482,0,13.568725829164778
1,482,1,0.4341966306630586
1,483,0,13.531832960041386
1,483,1,0.6762715403665012
1,484,0,13.499649040661447
1,484,1,1.0484463456757656
1,485,0,13.569497570071695
1,485,1,0.37412115243582006
1,486,0,13.517141871838469
1,486,1,0.8101931448992039
1,487,0,13.532575912569394
1,487,1,0.6691118959256223
1,488,0,13.518354140781428
1,488,1,0.8697483356050326
1,489,0,13.525962486811984
1,489,1,0.7297255426164001
1,490,0,13.49844062097029
1,490,1,0.9166497772270448
1,491,0,13.556015040198439
1,491,1,0.4889392977344993
1,492,0,13.467486775936402
1,492,1,1.2755830662554954
1,493,0,13.547747111660467
1,493,1,0.5530368114245493
1,494,0,13.540706079982375
