chain,draw,beta,estimate
0,96,0,13.522859837726878
0,96,1,0.846385333468683
0,97,0,13.532125200330237
0,97,1,0.7875834476077291
0,98,0,13.4951507301939
0,98,1,0.9495380488065898
0,99,0,13.502709068599671
0,99,1,0.9967585111020116
0,100,0,13.557576754643238
0,100,1,0.48378553864382495
0,101,0,13.533633803244335
0,101,1,0.6532411063919611
0,102,0,13.519258720014186
0,102,1,0.8733801135770095
0,103,0,13.538239144639943
0,103,1,0.6667786655341948
0,104,0,13.58134910991622
0,104,1,0.22059887067292053
0,105,0,13.501400712484193
0,105,1,0.8868010589064957
0,106,0,13.556418074734093
0,106,1,0.502138093767249
0,107,0,13.496394196571902
0,107,1,0.9206938009717581
0,108,0,13.564477307001217
0,108,1,0.43315639665529715
0,109,0,13.534470008720188
0,109,1,0.54061931657593
0,110,0,13.550472014937998
0,110,1,0.7570387701234382
0,111,0,13.512800544673745
0,111,1,0.9089783890392084
0,112,0,13.457997524625695
0,112,1,1.3117597156469447
0,113,0,13.513153711346787
0,113,1,0.8137384516426224
0,114,0,13.508419953005816
0,114,1,0.9848496513179111
0,115,0,13.518105917362277
0,115,1,0.8856283853191681
0,116,0,13.555890719877244
0,116,1,0.4656468093644453
0,117,0,13.561925983414747
0,117,1,0.4817118823574091
0,118,0,13.571772916086976
0,118,1,0.3503764394294229
0,119,0,13.566366912882138
0,119,1,0.3434756950447646
0,120,0,13.53167655294242
0,120,1,0.6889321294698494
0,121,0,13.488912291292483
0,121,1,1.1978946435851063
0,122,0,13.485074231074357
0,122,1,1.1199409262973818
0,123,0,13.533367847396342
0,123,1,0.7214387177807019
0,124,0,13.482386557646054
0,124,1,1.0903462104846904
0,125,0,13.545622469113352
0,125,1,0.6417361138836309
0,126,0,13.555453726130347
0,126,1,0.5622869946307439
0,127,0,13.525369146721923
0,127,1,0.7244488284427731
0,128,0,13.513030343539812
0,128,1,1.010097151652063
0,129,0,13.6168427544872
0,129,1,-0.07307741502981037
0,130,0,13.500653705273951
0,130,1,0.8932169465420977
0,131,0,13.485615731047174
0,131,1,1.1835650916832645
0,132,0,13.537021890532925
0,132,1,0.6493751609582282
0,133,0,13.564128828481977
0,133,1,0.3954830773303857
0,134,0,13.50792064208365
0,134,1,0.9446388334554245
0,135,0,13.546419271537001
0,135,1,0.6121754922456605
0,136,0,13.484928237366404
0,136,1,1.1026425284528385
0,137,0,13.510875183796665
0,137,1,0.9036922795294514
0,138,0,13.539059587123681
0,138,1,0.6823545390266176
0,139,0,13.481788433636938
0,139,1,0.9708660213867466
0,140,0,13.572323451598072
0,140,1,0.4661579165248753
0,141,0,13.518720547187705
0,141,1,0.744548931104836
0,142,0,13.477229106457127
0,142,1,1.2834934908112083
